#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2022-01-19T16:49:41 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ61e8406795e9	
#INFO	-out.max=unlimited	
#INFO	queryParameters=20	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/640/A1&tab:{J/A+A/640/A1/table1}&key:source=J/A+A/640/A1/table1&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/640/A1/table1
#-order=I
#-out=Cluster
#-out=RA_ICRS
#-out=DE_ICRS
#-out=nbstars07
#-out=pmRA*
#-out=pmDE
#-out=plx
#-out=AgeNN
#-out=AVNN
#-out=DMNN
#-out=DistPc
#

#RESOURCE=yCat_36400001
#Name: J/A+A/640/A1
#Title: Portrait Galactic disc (Cantat-Gaudin+, 2020)
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_640_A1_table1:
#Name: J/A+A/640/A1/table1
#Title: Mean cluster parameters
#Column	Cluster	(a17)	Cluster name	[ucd=meta.id.parent]
#Column	RA_ICRS	(F7.3)	[] Mean right ascension of members (ICRS) at Ep=2015.5	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F7.3)	Mean declination of members (ICRS) at Ep=2015.5	[ucd=pos.eq.dec;meta.main]
#Column	nbstars07	(I4)	Number of members with proba over 0.7	[ucd=meta.number]
#Column	pmRA*	(F7.3)	Mean proper motion along RA of members, pmRA*cosDE	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F7.3)	Mean proper motion along DE of members	[ucd=pos.pm;pos.eq.dec]
#Column	plx	(F6.3)	Mean parallax of members	[ucd=pos.parallax.trig]
#Column	AgeNN	(F5.2)	? Age (logt) of the cluster	[ucd=time.age]
#Column	AVNN	(F5.2)	? Extinction Av of the cluster	[ucd=phys.absorption]
#Column	DMNN	(F5.2)	? Distance modulus of the cluster	[ucd=phot.mag.distMod]
#Column	DistPc	(F6)	? Distance in parsecs (converted distance modulus)	[ucd=pos.distance;pos.heliocentric]
Cluster	RA_ICRS	DE_ICRS	nbstars07	pmRA*	pmDE	plx	AgeNN	AVNN	DMNN	DistPc
NGC_5593         	216.419	-54.795	  80	 -5.806	 -2.078	 0.947	 7.94	 0.71	10.06	  1029
NGC_5606         	216.946	-59.632	  36	 -4.880	 -2.897	 0.374	 7.26	 1.69	11.98	  2493
NGC_5617         	217.452	-60.719	 565	 -5.641	 -3.172	 0.400	 8.02	 1.55	11.75	  2236
NGC_5662         	218.734	-56.640	 238	 -6.427	 -7.243	 1.288	 8.30	 0.60	 9.41	   761
NGC_5715         	220.859	-57.578	 148	 -3.487	 -2.324	 0.435	 8.73	 1.68	11.63	  2117
NGC_5749         	222.204	-54.502	  71	 -2.756	 -3.079	 0.890	 7.72	 0.90	10.25	  1122
NGC_5764         	223.389	-52.667	  40	 -3.325	 -2.318	 0.473	 9.12	 1.70	11.51	  2002
NGC_581          	023.339	+60.659	 131	 -1.384	 -0.497	 0.373	 7.44	 1.09	11.99	  2502
NGC_5822         	226.051	-54.366	 634	 -7.422	 -5.534	 1.187	 8.96	 0.39	 9.66	   854
NGC_5823         	226.365	-55.608	 464	 -3.691	 -2.443	 0.521	 7.90	 1.75	11.40	  1906
NGC_5925         	231.847	-54.515	 377	 -4.319	 -5.142	 0.679	 8.69	 1.34	10.74	  1404
NGC_5999         	238.046	-56.482	 183	 -3.389	 -4.216	 0.326	 8.30	 1.40	12.20	  2751
NGC_6005         	238.955	-57.439	 289	 -4.011	 -3.810	 0.362	 9.10	 1.42	11.89	  2383
NGC_6025         	240.779	-60.430	 286	 -2.901	 -3.035	 1.269	 8.02	 0.43	 9.38	   750
NGC_6031         	241.907	-54.014	  67	 -2.134	 -3.034	 0.534	 7.95	 1.07	11.16	  1702
NGC_6067         	243.299	-54.227	 844	 -1.907	 -2.586	 0.443	 8.10	 0.97	11.37	  1881
NGC_6087         	244.721	-57.916	 227	 -1.567	 -2.411	 1.025	 8.00	 0.39	 9.90	   954
NGC_609          	024.102	+64.540	 226	 -0.673	 -0.072	 0.144	 8.35	 3.11	13.50	  5023
NGC_6124         	246.332	-40.661	1273	 -0.203	 -2.094	 1.557	 8.28	 1.93	 9.08	   654
NGC_6134         	246.953	-49.161	 802	  2.184	 -4.483	 0.846	 8.99	 0.87	10.36	  1182
NGC_6152         	248.213	-52.629	 172	 -2.511	 -4.980	 0.594	 8.35	 1.01	11.05	  1618
NGC_6167         	248.662	-49.759	 122	 -0.616	 -2.854	 0.653	 8.19	 1.88	10.63	  1336
NGC_6178         	248.939	-45.635	  34	  0.521	 -3.342	 1.099	 7.22	 0.52	 9.80	   913
NGC_6192         	250.077	-43.355	 514	  1.653	 -0.188	 0.571	 8.38	 1.57	11.20	  1737
NGC_6193         	250.319	-48.777	 428	  1.278	 -4.111	 0.812	 6.71	 1.72	10.51	  1264
NGC_6204         	251.538	-47.027	 208	 -0.690	 -0.596	 0.805	 7.97	 1.13	10.46	  1235
NGC_6208         	252.336	-53.714	 314	 -0.966	 -1.519	 0.830	 9.15	 0.66	10.42	  1215
NGC_6216         	252.335	-44.721	 150	 -1.272	 -2.546	 0.367	 7.68	 2.15	12.06	  2578
NGC_6231         	253.545	-41.812	 527	 -0.529	 -2.177	 0.589	 7.14	 1.07	10.84	  1475
NGC_6242         	253.878	-39.474	 471	  1.149	 -0.825	 0.755	 7.89	 1.03	10.48	  1246
NGC_6249         	254.445	-44.815	  57	  1.730	 -3.428	 0.788	 7.31	 1.40	10.50	  1261
NGC_6250         	254.497	-45.951	  76	  0.454	 -2.379	 0.988	 7.38	 1.18	10.00	   998
NGC_6253         	254.778	-52.712	 324	 -4.537	 -5.280	 0.563	 9.51	 0.78	11.09	  1653
NGC_6259         	255.195	-44.678	 738	 -1.015	 -2.892	 0.408	 8.43	 1.87	11.82	  2314
NGC_6268         	255.524	-39.721	  93	  0.908	 -0.781	 0.634	 8.30	 1.19	11.13	  1684
NGC_6281         	256.179	-37.948	 497	 -1.856	 -4.017	 1.873	 8.71	 0.30	 8.66	   539
NGC_6318         	259.044	-39.424	 149	 -0.740	 -2.451	 0.410	 6.99	 3.46	11.73	  2213
NGC_6322         	259.625	-42.937	  60	  0.183	 -2.272	 0.728	 7.17	 1.92	10.69	  1377
NGC_6357         	261.185	-34.203	  94	 -0.854	 -2.083	 0.567	     	     	     	
NGC_637          	025.775	+64.038	  68	 -1.204	  0.026	 0.338	 7.58	 1.67	11.99	  2503
NGC_6383         	263.673	-32.573	 245	  2.596	 -1.708	 0.873	 6.60	 1.30	10.24	  1117
NGC_6396         	264.399	-35.013	  58	 -0.451	 -2.050	 0.353	 7.18	 2.93	12.01	  2519
NGC_6400         	265.062	-36.957	 185	  0.499	 -2.549	 0.797	 8.48	 0.93	10.40	  1200
NGC_6404         	264.916	-33.224	 227	  0.194	 -0.705	 0.355	 8.00	 3.47	11.99	  2500
NGC_6405         	265.069	-32.242	 573	 -1.306	 -5.847	 2.172	 7.54	 0.49	 8.31	   459
NGC_6416         	266.014	-32.344	 251	 -1.946	 -2.327	 0.922	 8.36	 0.76	10.05	  1020
NGC_6425         	266.733	-31.507	 128	  3.801	 -1.647	 0.987	 8.67	 0.87	 9.95	   976
NGC_6444         	267.408	-34.816	  86	 -0.936	 -0.902	 0.524	 8.25	 1.10	11.44	  1942
NGC_6451         	267.675	-30.206	 150	 -0.105	 -1.335	 0.304	 7.41	 2.20	12.22	  2777
NGC_6469         	268.277	-22.300	  48	  0.638	  0.813	 0.587	 7.84	 1.62	11.17	  1710
NGC_6475         	268.447	-34.841	 819	  3.099	 -5.426	 3.572	 8.35	 0.30	 7.28	   285
NGC_6494         	269.237	-18.987	 724	  0.284	 -1.809	 1.354	 8.58	 0.91	 9.35	   742
NGC_6520         	270.856	-27.884	  44	  0.688	 -0.418	 0.556	 8.09	 0.88	11.10	  1663
NGC_6531         	271.036	-22.505	 158	  0.525	 -1.521	 0.798	 7.11	 0.67	10.33	  1165
NGC_654          	026.008	+61.883	 329	 -1.086	 -0.265	 0.313	 6.99	 2.29	12.47	  3125
NGC_6561         	272.659	-16.740	  54	 -0.002	 -0.754	 0.655	 7.27	 0.95	10.85	  1480
NGC_6568         	273.192	-21.612	 150	  0.593	 -1.377	 0.936	 8.94	 0.67	10.17	  1079
NGC_6583         	273.962	-22.143	 170	  1.303	  0.110	 0.413	 9.08	 1.52	11.56	  2053
NGC_659          	026.108	+60.679	 138	 -0.796	 -0.257	 0.287	 7.19	 1.86	12.60	  3317
NGC_6603         	274.616	-18.409	 403	  0.119	 -2.042	 0.324	 8.34	 1.63	12.18	  2727
NGC_6611         	274.688	-13.792	 348	  0.178	 -1.576	 0.566	     	     	     	
NGC_6613         	274.989	-17.089	  25	 -0.508	 -0.917	 0.640	 7.26	 1.11	10.85	  1477
NGC_663          	026.586	+61.212	 468	 -1.110	 -0.235	 0.320	 7.47	 2.18	12.35	  2950
NGC_6631         	276.790	-12.029	  74	 -0.388	 -2.918	 0.329	 8.30	 2.80	12.14	  2676
NGC_6633         	276.845	+06.615	 149	  1.198	 -1.811	 2.525	 8.84	 0.30	 8.14	   424
NGC_6645         	278.158	-16.918	 312	  1.340	 -0.633	 0.543	 8.71	 0.97	11.29	  1810
NGC_6649         	278.359	-10.399	 483	 -0.007	 -0.055	 0.467	 7.85	 3.90	11.64	  2124
NGC_6664         	279.125	-08.194	 179	 -0.089	 -2.561	 0.468	 8.35	 1.94	11.62	  2110
NGC_6694         	281.317	-09.386	 163	  0.144	 -1.411	 0.524	 8.15	 1.63	11.42	  1921
NGC_6704         	282.687	-05.203	 125	 -0.730	 -3.139	 0.434	 8.30	 2.23	11.55	  2040
NGC_6705         	282.766	-06.272	1183	 -1.568	 -4.144	 0.427	 8.49	 1.20	11.72	  2203
NGC_6709         	282.836	+10.334	 247	  1.414	 -3.532	 0.911	 8.28	 0.72	10.09	  1041
NGC_6716         	283.616	-19.888	  76	 -1.476	 -6.013	 1.405	 7.99	 0.43	 9.23	   702
NGC_6728         	284.715	-08.953	 190	  1.312	 -1.760	 0.536	 8.78	 0.84	11.31	  1829
NGC_6735         	285.155	-00.498	 139	  0.072	 -1.274	 0.416	 8.39	 1.74	11.88	  2378
NGC_6755         	286.942	+04.224	 217	 -0.734	 -3.529	 0.376	 8.16	 2.34	12.11	  2647
NGC_6756         	287.181	+04.711	 227	 -1.584	 -3.631	 0.281	 7.68	 3.17	12.50	  3166
NGC_6791         	290.221	+37.778	1629	 -0.421	 -2.269	 0.192	 9.80	 0.70	13.13	  4231
NGC_6793         	290.817	+22.159	 185	  3.795	  3.544	 1.669	 8.49	 0.74	 8.99	   628
NGC_6800         	291.664	+25.008	  23	  0.438	 -0.876	 0.953	 8.61	 0.83	10.03	  1012
NGC_6802         	292.651	+20.262	 329	 -2.814	 -6.438	 0.309	 8.82	 2.37	12.20	  2753
NGC_6811         	294.340	+46.378	 296	 -3.399	 -8.812	 0.870	 9.03	 0.09	10.33	  1161
NGC_6819         	295.327	+40.190	1527	 -2.916	 -3.856	 0.356	 9.35	 0.40	12.21	  2765
NGC_6823         	295.794	+23.321	 140	 -1.697	 -5.304	 0.446	 6.38	 2.22	11.84	  2330
NGC_6827         	297.220	+21.213	 111	 -2.418	 -5.465	 0.103	 9.11	 1.98	13.79	  5735
NGC_6830         	297.718	+23.101	  92	 -3.213	 -5.766	 0.424	 8.21	 1.44	11.88	  2379
NGC_6834         	298.052	+29.399	 211	 -2.487	 -5.094	 0.272	 7.28	 1.97	12.58	  3283
NGC_6846         	299.112	+32.349	  53	 -2.971	 -4.994	 0.089	 8.69	 2.85	13.63	  5321
NGC_6866         	300.983	+44.158	  72	 -1.365	 -5.743	 0.686	 8.81	 0.48	10.74	  1406
NGC_6871         	301.548	+35.765	 430	 -3.129	 -6.437	 0.514	 6.74	 1.19	11.18	  1720
NGC_6910         	305.797	+40.771	 127	 -3.415	 -5.359	 0.545	 7.13	 2.83	11.19	  1729
NGC_6913         	305.943	+38.487	  71	 -3.409	 -5.771	 0.553	 7.34	 1.80	11.03	  1608
NGC_6939         	307.917	+60.653	 636	 -1.841	 -5.413	 0.506	 9.23	 0.85	11.30	  1815
NGC_6940         	308.626	+28.278	 572	 -1.954	 -9.413	 0.947	 9.13	 0.41	10.21	  1101
NGC_6991         	313.621	+47.400	 243	  5.593	  8.509	 1.765	 9.19	 0.20	 8.81	   577
NGC_6997         	314.128	+44.640	  88	 -4.275	 -6.882	 1.127	 8.81	 1.43	 9.77	   901
NGC_7024         	316.524	+41.498	  32	  0.096	 -4.440	 0.817	 8.32	 1.49	10.41	  1205
NGC_7031         	316.809	+50.870	 162	 -1.242	 -4.205	 0.704	 8.19	 2.14	10.80	  1443
NGC_7039         	317.663	+45.597	 109	 -0.320	 -2.542	 1.293	 7.34	 0.28	 9.39	   753
NGC_7044         	318.284	+42.494	 658	 -4.976	 -5.526	 0.273	 9.22	 1.78	12.56	  3252
NGC_7058         	320.448	+50.822	  26	  7.432	  2.889	 2.730	 7.61	 0.18	 7.73	   350
NGC_7062         	320.862	+46.385	  94	 -1.914	 -4.045	 0.398	 8.63	 1.41	11.98	  2492
NGC_7063         	321.122	+36.507	  64	  1.524	 -2.482	 1.477	 7.99	 0.23	 9.10	   661
NGC_7067         	321.058	+48.012	  61	 -3.089	 -3.297	 0.153	 6.79	 2.27	13.61	  5269
NGC_7082         	322.186	+47.103	 282	 -0.293	 -1.106	 0.729	 7.79	 0.79	10.63	  1339
NGC_7086         	322.624	+51.593	 595	 -1.656	 -1.629	 0.590	 8.29	 1.81	11.12	  1677
NGC_7092         	322.889	+48.247	 154	 -7.477	-19.738	 3.337	 8.60	 0.00	 7.46	   311
NGC_7128         	325.991	+53.715	 172	 -4.026	 -4.111	 0.261	 7.42	 2.59	13.12	  4199
NGC_7129         	325.740	+66.114	  36	 -1.759	 -3.267	 1.086	 7.33	 1.78	 9.72	   878
NGC_7142         	326.290	+65.782	 375	 -2.747	 -1.288	 0.392	 9.49	 1.16	11.91	  2406
NGC_7160         	328.448	+62.589	  45	 -3.472	 -1.378	 1.050	 7.16	 1.07	 9.78	   903
NGC_7209         	331.224	+46.508	 274	  2.255	  0.283	 0.820	 8.63	 0.53	10.31	  1154
NGC_7226         	332.605	+55.398	  40	 -1.844	 -2.065	 0.185	 8.68	 1.33	13.27	  4500
NGC_7235         	333.083	+57.271	 171	 -3.757	 -3.026	 0.259	 6.97	 2.37	12.98	  3951
NGC_7243         	333.788	+49.830	 291	  0.433	 -2.857	 1.116	 8.17	 0.50	 9.72	   878
NGC_7245         	333.812	+54.336	 230	 -3.952	 -3.249	 0.273	 8.78	 0.96	12.53	  3210
NGC_7261         	335.056	+58.128	  76	 -3.932	 -2.909	 0.278	 7.05	 2.81	12.70	  3462
NGC_7281         	336.259	+57.869	  40	 -2.123	 -1.238	 0.432	 7.55	 1.44	11.76	  2250
NGC_7296         	337.000	+52.321	  64	 -2.958	 -2.712	 0.395	 8.02	 0.79	11.87	  2365
NGC_7380         	341.817	+58.125	  93	 -2.517	 -2.144	 0.333	 6.62	 1.59	12.86	  3739
NGC_7419         	343.579	+60.814	 317	 -2.759	 -1.601	 0.280	     	     	     	
NGC_7423         	343.789	+57.096	 124	 -1.247	 -1.250	 0.239	 9.20	 1.20	13.00	  3981
NGC_743          	029.614	+60.130	  52	 -0.030	 -1.708	 0.881	 8.00	 1.40	10.34	  1169
NGC_744          	029.652	+55.473	  65	 -1.864	 -1.790	 0.729	 8.13	 0.84	10.69	  1373
NGC_7510         	347.767	+60.579	 297	 -3.664	 -2.193	 0.286	 7.29	 2.86	12.34	  2931
NGC_752          	029.223	+37.794	 223	  9.810	-11.713	 2.239	 9.07	 0.07	 8.42	   483
NGC_7654         	351.195	+61.590	 962	 -1.938	 -1.131	 0.596	 8.19	 1.85	11.09	  1653
NGC_7762         	357.472	+68.035	 419	  1.452	  4.016	 1.002	 9.31	 1.91	 9.77	   897
NGC_7788         	359.179	+61.395	 137	 -3.112	 -1.762	 0.300	 7.24	 1.42	12.37	  2974
NGC_7789         	-00.666	+56.726	2897	 -0.922	 -1.933	 0.453	 9.19	 0.83	11.61	  2100
NGC_7790         	-00.387	+61.210	 173	 -3.276	 -1.677	 0.269	 8.11	 1.65	12.60	  3303
NGC_869          	034.741	+57.134	 503	 -0.689	 -1.082	 0.399	 7.18	 1.69	11.71	  2197
NGC_884          	035.584	+57.149	 322	 -0.628	 -1.066	 0.398	 7.25	 1.72	11.64	  2130
NGC_886          	035.898	+63.800	 153	  3.186	 -3.970	 0.954	 8.91	 0.78	10.05	  1021
NGC_957          	038.343	+57.553	 114	 -0.252	 -1.073	 0.405	 7.62	 1.98	12.09	  2614
Negueruela_1     	356.849	+63.219	  52	 -2.988	 -1.343	 0.289	 7.23	 3.39	12.30	  2879
Patchick_3       	079.120	+45.584	  27	 -1.609	 -1.288	 0.561	     	     	     	
Patchick_75      	303.758	+33.925	  21	 -2.808	 -4.421	 0.113	     	     	     	
Patchick_90      	101.181	-00.532	  16	 -0.150	  1.063	 0.126	 9.04	 1.57	14.16	  6783
Patchick_94      	247.397	-47.310	  25	 -2.993	 -3.697	 0.208	     	     	     	
Pfleiderer_3     	346.995	+60.874	  30	 -1.826	 -1.168	 0.074	     	     	     	
Pismis_1         	124.580	-37.102	  56	 -2.611	  3.966	 0.145	 7.47	 1.69	13.77	  5666
Pismis_11        	138.974	-50.006	  46	 -5.397	  3.926	 0.335	 6.52	 3.70	12.24	  2807
Pismis_12        	140.007	-45.131	 174	 -6.748	  4.833	 0.431	 9.09	 1.41	11.62	  2107
Pismis_15        	143.684	-48.040	 117	 -5.302	  3.329	 0.354	 8.94	 1.89	12.04	  2559
Pismis_16        	147.812	-53.172	   1	 -5.794	  3.471	 0.356	     	     	     	
Pismis_17        	165.377	-59.873	  19	 -6.938	  2.333	 0.366	     	     	     	
Pismis_18        	204.227	-62.091	 236	 -5.658	 -2.286	 0.332	 8.76	 1.81	12.28	  2860
Pismis_19        	217.666	-60.889	 430	 -5.460	 -3.247	 0.255	 8.92	 3.66	12.73	  3515
Pismis_2         	124.477	-41.674	 199	 -4.756	  5.325	 0.221	 9.27	 3.32	13.05	  4066
Pismis_20        	228.848	-59.073	  97	 -3.831	 -2.911	 0.291	     	     	     	
Pismis_21        	229.199	-59.659	  92	 -4.143	 -3.761	 0.290	     	     	     	
Pismis_22        	243.552	-51.869	  41	 -3.882	 -4.263	 0.102	     	     	     	
Pismis_23        	245.990	-48.891	  71	 -2.679	 -3.209	 0.166	     	     	     	
Pismis_27        	092.719	+20.617	  35	 -0.140	 -1.994	 0.504	 6.73	 1.50	11.38	  1883
Pismis_3         	127.834	-38.640	 980	 -4.809	  6.645	 0.403	 9.50	 2.35	11.86	  2349
Pismis_4         	128.790	-44.407	  98	 -8.236	  5.337	 1.414	 8.08	 0.18	 9.21	   695
Pismis_5         	129.407	-39.603	  80	 -5.494	  4.275	 1.026	 7.00	 1.48	 9.87	   941
Pismis_7         	130.287	-38.699	 109	 -3.312	  2.793	 0.150	 8.89	 1.60	13.32	  4611
Pismis_8         	130.407	-46.272	  44	 -5.757	  4.945	 0.517	 7.51	 1.58	11.40	  1903
Pismis_Moreno_1  	334.695	+63.251	  62	 -2.301	 -2.251	 1.051	 6.95	 2.06	 9.96	   981
Platais_10       	205.220	-59.271	  20	-30.591	-10.215	 4.158	 8.04	 0.22	 6.91	   240
Platais_3        	069.976	+71.280	  81	  3.616	-20.931	 5.620	 8.25	 0.00	 6.25	   177
Platais_8        	136.718	-58.685	 211	-15.596	 14.474	 7.415	 7.48	 0.14	 5.64	   134
Platais_9        	139.241	-43.862	 125	-24.705	 13.333	 5.463	 7.70	 0.00	 6.20	   173
Pozzo_1          	122.374	-47.335	 341	 -6.516	  9.530	 2.853	 6.98	 0.07	 7.60	   330
RSG_1            	075.508	+37.475	  98	  0.770	-12.330	 3.001	 8.09	 0.53	 7.71	   347
RSG_5            	303.482	+45.574	 162	  3.573	  1.605	 2.945	 7.54	 0.01	 7.58	   328
RSG_7            	344.190	+59.363	 124	  4.927	 -1.865	 2.337	 7.59	 0.57	 8.10	   416
RSG_8            	344.983	+59.371	 170	  5.343	 -1.654	 2.210	 7.43	 0.53	 8.17	   431
Riddle_4         	031.862	+60.260	  41	 -0.757	 -0.451	 0.339	 7.43	 3.01	12.44	  3073
Roslund_2        	296.261	+23.977	  97	 -1.741	 -5.115	 0.463	 7.06	 2.74	11.60	  2091
Roslund_3        	299.695	+20.509	 104	 -0.386	 -5.108	 0.585	 7.73	 0.77	11.04	  1616
Roslund_4        	301.199	+29.196	  31	 -2.166	 -5.057	 0.423	 7.23	 2.33	11.57	  2059
Roslund_5        	302.641	+33.751	 151	  1.981	 -1.164	 1.831	 7.99	 0.35	 8.69	   546
Roslund_6        	307.185	+39.798	 247	  5.875	  2.155	 2.809	 7.95	 0.00	 7.88	   375
Roslund_7        	313.196	+37.847	 128	  1.729	 -0.360	 0.780	 8.10	 0.49	10.39	  1198
Ruprecht_1       	099.084	-14.157	 115	 -0.316	 -0.900	 0.631	 8.46	 0.61	10.93	  1533
Ruprecht_10      	106.626	-20.125	  25	 -0.849	  0.564	 0.435	 8.46	 0.55	11.71	  2198
Ruprecht_100     	181.520	-62.624	  48	 -8.255	  0.898	 0.253	 8.31	 1.56	12.64	  3373
Ruprecht_101     	182.398	-62.995	 257	 -9.521	  0.479	 0.272	 9.02	 1.32	12.24	  2809
Ruprecht_102     	183.393	-62.719	  47	 -4.109	  0.293	 0.305	 8.64	 1.55	12.48	  3126
Ruprecht_105     	188.694	-61.592	  42	 -5.986	 -0.001	 0.460	 8.59	 1.50	11.56	  2050
Ruprecht_107     	199.937	-64.944	  40	 -5.845	 -1.622	 0.237	 8.31	 1.01	12.70	  3464
Ruprecht_108     	203.002	-58.509	  32	 -9.025	 -2.323	 0.977	 7.92	 0.27	 9.98	   992
Ruprecht_111     	219.010	-59.975	 130	 -7.214	 -6.113	 0.666	 8.96	 1.25	10.81	  1451
Ruprecht_112     	224.256	-62.560	 374	 -4.421	 -4.230	 0.322	 8.73	 2.07	12.18	  2733
Ruprecht_115     	243.215	-52.393	  97	 -4.333	 -4.546	 0.366	 8.37	 2.25	11.86	  2355
Ruprecht_117     	245.888	-51.879	  69	 -0.474	 -2.234	 0.276	 8.12	 1.47	12.59	  3294
Ruprecht_119     	247.039	-51.500	  82	 -1.300	 -3.413	 0.433	 7.68	 1.49	11.74	  2228
Ruprecht_121     	250.436	-46.159	 330	 -1.073	 -2.569	 0.462	 8.25	 2.54	11.48	  1974
Ruprecht_126     	263.783	-34.306	  70	 -0.457	 -3.295	 0.244	 8.00	 3.23	12.58	  3274
Ruprecht_127     	264.462	-36.309	  55	 -0.297	 -2.266	 0.385	 7.13	 3.04	11.81	  2298
Ruprecht_128     	266.063	-34.879	 165	  1.889	 -1.262	 0.498	 8.98	 1.92	11.24	  1772
Ruprecht_130     	266.900	-30.098	  42	  0.477	 -1.795	 0.389	 8.60	 2.76	11.85	  2345
Ruprecht_134     	268.184	-29.537	  80	 -1.653	 -2.432	 0.391	 9.22	 1.15	11.76	  2252
Ruprecht_135     	269.511	-11.646	  48	  1.420	 -1.415	 0.901	 8.81	 1.87	10.12	  1054
Ruprecht_138     	269.984	-24.665	  83	  0.248	 -1.147	 0.369	 6.98	 2.21	12.18	  2732
Ruprecht_143     	278.174	-12.148	  78	  0.722	 -1.086	 0.323	 8.60	 2.38	12.21	  2764
Ruprecht_144     	278.437	-11.425	  32	  0.142	 -0.876	 0.555	 7.48	 1.90	11.01	  1591
Ruprecht_145     	282.636	-18.270	 219	  8.329	 -4.080	 1.651	 8.91	 0.55	 9.00	   629
Ruprecht_147     	289.087	-16.333	 169	 -0.939	-26.576	 3.250	 9.48	 0.06	 7.55	   323
Ruprecht_148     	071.638	+44.711	  40	 -0.153	 -1.076	 0.260	 7.64	 1.84	12.66	  3401
Ruprecht_151     	115.315	-16.279	  41	 -4.272	  3.242	 0.867	 8.65	 0.43	10.26	  1126
Ruprecht_16      	110.798	-19.480	  50	 -2.174	  2.501	 0.304	 8.43	 0.73	12.43	  3066
Ruprecht_161     	152.400	-61.259	  76	-10.391	  3.742	 1.086	 8.02	 0.33	 9.78	   903
Ruprecht_164     	172.616	-60.752	 125	 -6.830	  1.321	 0.194	 9.23	 0.86	12.96	  3916
Ruprecht_167     	215.150	-58.858	  80	 -8.205	 -4.838	 0.613	 8.73	 1.42	11.09	  1652
Ruprecht_170     	276.335	-09.995	  65	  0.452	 -0.132	 0.463	 7.77	 1.99	11.67	  2159
Ruprecht_171     	278.012	-16.062	 719	  7.677	  1.091	 0.620	 9.44	 0.68	10.91	  1522
Ruprecht_172     	302.888	+35.603	  82	 -2.034	 -3.668	 0.259	 9.02	 1.29	12.76	  3562
Ruprecht_174     	310.856	+37.031	  79	 -3.154	 -4.675	 0.398	 8.68	 1.43	11.87	  2368
Ruprecht_176     	243.676	-51.332	 107	 -2.644	 -2.984	 0.335	 8.08	 1.66	12.09	  2615
Ruprecht_18      	111.160	-26.213	 198	 -0.487	  1.127	 0.364	 8.11	 1.43	12.12	  2655
Ruprecht_19      	111.480	-21.844	  38	 -2.605	  3.841	 0.679	 7.86	 0.31	10.75	  1409
Ruprecht_23      	112.665	-23.383	  96	 -2.078	  1.560	 0.341	 8.61	 1.49	12.18	  2724
Ruprecht_24      	112.964	-12.785	   7	 -0.781	  0.462	 0.483	     	     	     	
Ruprecht_25      	114.192	-23.387	  24	 -1.101	  1.993	 0.123	 8.50	 1.44	14.71	  8740
Ruprecht_26      	114.271	-15.587	  73	 -3.200	  0.071	 0.923	 7.50	 0.27	10.16	  1078
Ruprecht_27      	114.423	-26.516	 117	 -1.230	  0.428	 0.469	 8.75	 0.91	11.57	  2063
Ruprecht_28      	114.900	-30.933	 110	 -2.567	  3.854	 0.198	 9.07	 0.83	13.14	  4240
Ruprecht_29      	115.279	-24.377	  31	 -2.138	  1.617	 0.440	 8.38	 0.37	11.53	  2020
Ruprecht_32      	116.300	-25.539	  13	 -2.024	  3.081	 0.181	     	     	     	
Ruprecht_33      	116.445	-21.915	  50	 -1.384	  0.058	 0.417	 8.43	 0.82	11.87	  2370
Ruprecht_34      	116.478	-20.386	  43	 -2.129	  1.044	 0.357	 8.66	 0.49	12.01	  2525
Ruprecht_35      	116.548	-31.278	  35	 -2.256	  3.136	 0.243	 7.74	 1.49	12.99	  3970
Ruprecht_36      	117.096	-26.287	  60	 -2.768	  0.903	 0.340	 7.75	 0.63	12.16	  2706
Ruprecht_37      	117.452	-17.249	  75	 -1.700	  2.417	 0.195	 9.35	 0.30	13.28	  4526
Ruprecht_4       	102.248	-10.524	  50	 -0.197	  0.096	 0.214	 8.93	 1.24	13.06	  4087
Ruprecht_41      	118.443	-26.992	  39	 -2.593	  3.554	 0.195	 8.16	 0.98	13.18	  4322
Ruprecht_42      	119.407	-25.920	  45	 -1.911	  2.191	 0.121	 8.53	 0.96	14.08	  6560
Ruprecht_43      	119.697	-28.805	   1	 -2.230	  3.041	 0.105	     	     	     	
Ruprecht_44      	119.708	-28.558	  57	 -2.381	  2.935	 0.152	 7.16	 1.64	13.80	  5753
Ruprecht_45      	119.894	-16.292	 105	 -2.712	  2.817	 0.192	 9.50	 0.20	13.03	  4043
Ruprecht_47      	120.570	-31.074	  52	 -2.500	  2.727	 0.234	 7.47	 0.93	12.85	  3720
Ruprecht_48      	120.681	-32.045	  61	 -2.517	  2.827	 0.235	 8.05	 0.92	12.98	  3945
